nodeID,count
42778545,133
42476352,133
42439968,133
42989305,133
42430308,133
3567765916,133
42760152,133
42468962,133
42456115,133
42437688,133
42932334,132
42933258,132
42445374,132
42435660,132
42442977,132
42874062,132
42438894,132
596776260,132
42481965,132
42430263,132
42430288,132
42497788,131
42443615,131
42939120,131
42481904,131
42869868,131
3530981371,131
42439842,131
42504109,130
42435680,130
42848238,130
42433611,130
561035380,130
42877211,130
42477821,130
42530739,130
246858654,130
42445916,130
42429340,130
42428007,129
42434090,129
42837877,129
42982328,129
42481529,129
42768960,129
387180916,129
42433625,129
42484796,129
42431626,129
597826225,128
42453395,128
42884204,128
42489240,128
42429659,128
42809915,127
42832531,127
42856556,127
42430358,127
61271722,127
42439960,127
42454433,126
42736311,126
42434134,126
42432929,126
42428005,126
42737467,126
42432142,126
42430041,125
42432847,125
42443563,125
42429980,125
42504968,125
42427797,125
596776089,125
42443027,125
42822603,124
42508600,124
42512332,124
42510355,124
42876384,124
42464239,124
2141026532,124
4602414021,124
1918039897,124
42849730,124
4202699384,123
42474915,123
42510734,123
588114994,123
486867432,123
42442842,123
42465920,123
1919595911,123
42437177,123
42504068,123
42741778,122
248606379,122
42438784,122
42432594,122
42444051,122
42435310,122
42739377,122
42815852,122
42464960,122
42446942,122
42826064,122
42429215,121
42440452,121
42448326,121
42432451,121
42427991,121
42742609,121
42442947,121
42428329,121
1273032433,121
3531141563,121
42443824,120
42429918,120
1942055156,120
42451674,120
42736074,120
42822572,120
42511521,120
42869158,120
1904847201,119
42436700,119
42443532,119
42858990,119
42933161,119
42447166,119
42445651,119
588114957,119
42440721,118
42440408,118
42431544,118
42427812,118
42497777,118
42913807,118
42422592,118
277029033,118
42424789,118
42843724,118
42508812,118
42468662,117
589927879,117
42760339,117
3325564436,117
42434959,117
42744136,117
1061531429,117
42432706,117
42497353,117
42735824,117
42890111,117
42866368,117
42491856,117
42497552,117
42438891,117
42472191,117
42439191,116
42787961,116
42467334,116
42440823,116
42504956,116
4202699689,116
42769499,116
42435716,116
42432703,116
42445653,116
42427805,116
42434845,116
486867490,116
1372888639,115
4532594446,115
42449954,115
42453258,115
1942054897,115
42472893,115
561035361,115
597728152,115
42808193,115
42445947,115
42446353,115
42442534,115
42447199,114
42876360,114
42858888,114
43005422,114
42430274,114
42513634,114
597826139,114
42433644,114
42884111,114
42454428,114
42440825,114
42452353,114
42885345,113
42999121,113
2663757202,113
42430677,113
42455119,113
42481782,113
4597668036,113
42846594,113
42841337,113
42430347,113
588593611,113
42428441,112
42814613,112
598290960,112
598054754,112
42760322,112
42851379,112
42849753,112
42938169,112
5423598745,112
1942054566,112
42520930,111
2883385992,111
42446701,111
42741927,111
42761265,111
42757786,111
42438547,111
42876365,111
4207763060,111
42480088,111
42445018,111
42719845,110
42869238,110
42446488,110
42823257,110
272195271,110
42471841,110
42434429,110
42521001,110
42739428,110
42947856,110
42469048,109
42434821,109
2408446206,109
42428444,109
42486365,109
42816102,109
42439280,109
42741440,109
42753240,109
42515788,109
42428287,109
5051959090,109
42429986,109
42906711,109
42442939,109
42452067,109
62915514,108
42429338,108
42434255,108
42447020,108
42461394,108
42890762,108
42443056,108
42430298,108
1347317194,108
276061379,108
42442432,108
42492210,108
4347534783,107
42442902,107
42869366,107
42866046,107
42443403,107
3788308883,107
42446925,107
42450426,107
42449938,107
598622261,107
42481968,107
42484744,106
2809909114,106
3567765912,106
42481659,106
42468587,106
42445606,106
42429220,106
42445365,106
42748933,106
42502851,106
593839894,106
42741279,106
561035373,106
42445950,106
42764803,106
42445953,106
42449928,105
42763139,105
42440810,105
4207768151,105
42435761,105
42455200,105
42443085,105
42430269,105
42449683,105
42445766,105
42489165,105
42430249,105
42869155,104
42748152,104
42427423,104
42443618,104
42923317,104
42430685,104
42431611,104
43005205,104
42427136,104
42837837,103
42508805,103
42434427,103
42806560,103
42440397,103
246857084,103
42440330,103
42497275,103
277631097,103
42432963,102
1348724213,102
42464631,102
42933568,102
42439840,102
42484782,102
42929971,102
42438674,102
42481637,102
42445025,102
42445769,102
597826198,102
42436492,102
42791518,102
42761233,102
42496432,102
42508808,102
42438889,101
42512787,101
42449963,101
42430030,101
42519809,101
42443119,101
42472058,101
42436714,101
42736336,101
42449874,101
42845132,101
42440465,101
42444960,101
42474822,101
42427870,101
42497784,101
279197625,101
42442948,101
474748768,101
42428003,100
402475097,100
42435633,100
42508933,100
2812430111,100
42524065,100
42870470,100
42429334,100
60925950,100
42442943,100
42740731,100
42875377,100
42423564,100
42481534,100
2141026506,100
42442870,100
42452365,100
42440960,100
42440820,100
42865438,100
42455675,100
486867548,99
42435684,99
42469045,99
42491962,99
42474836,99
42428305,99
42449948,99
42464967,99
42744518,99
42746124,99
588455743,99
42435632,99
42445027,99
42512933,99
42430231,99
1348365654,99
1825841700,99
42433573,99
42466196,99
42481743,99
42512776,99
1773078006,99
42732296,99
42440459,99
42822781,99
42749618,98
42730995,98
276299110,98
42428590,98
1347317521,98
561035372,98
2757013588,98
42736247,98
42440163,98
42489198,98
4557517549,98
1919595916,98
42449942,98
42453575,98
1773076509,98
42452056,98
42442857,98
42442983,98
42439345,98
42434800,98
42429782,98
42870338,97
42980947,97
42849727,97
42807981,97
42445574,97
42428493,97
42491627,97
42432789,97
42741272,97
277029037,97
42440009,97
42493980,97
42466454,97
42524831,97
561035370,97
1942054285,96
100522728,96
3552399237,96
42427859,96
42456060,96
42446021,96
42534504,96
42488082,96
42789116,96
42446971,96
42430694,96
276297468,96
5334046020,96
42442913,96
42764835,96
42822537,96
3778416706,96
42824162,96
42473595,96
42520982,96
42431659,96
42867517,96
42481760,96
42437113,95
2063038040,95
42719570,95
42886439,95
277030944,95
42446190,95
42741401,95
42481738,95
42439972,95
42756708,95
42489307,94
42442542,94
42876345,94
42427358,94
42468615,94
42885689,94
42816045,94
1942054941,94
42481750,94
42453187,94
561035349,94
42874057,94
42442463,94
486867405,94
42427494,94
42512632,94
42449918,94
42517047,94
4675550893,94
42428308,94
42463221,94
42434262,94
42825882,94
42422283,94
42512772,94
42521011,93
1942055354,93
42736319,93
42870894,93
42753441,93
42869213,93
597728147,93
42504053,93
42449956,93
42435702,93
42512622,93
42819692,93
43000925,93
42821885,93
5176490242,93
42447228,93
42465040,93
42430680,93
42867981,93
42430688,93
1260335190,93
42440934,93
4597668031,93
42460684,93
42740482,92
1061531454,92
42807081,92
2987758880,92
42848226,92
4477147270,92
42439286,92
2028361265,92
42464985,92
42430691,92
5421246262,92
42428010,92
42428438,92
42513709,92
42437699,92
42874935,92
42443353,92
42739367,92
42481740,92
280637166,92
42434072,91
42489151,91
42456598,91
42429342,91
42445928,91
42446275,91
42910496,91
42792794,91
42447007,91
42437967,91
42521006,91
42885729,91
42472614,91
42991570,91
42491804,91
5391529451,91
42512745,90
1764424345,90
42429900,90
42497246,90
561035382,90
42445310,90
42442955,90
42475882,90
42497359,90
277618195,90
42538434,90
42497892,90
42427371,90
42442935,90
42431168,90
42434807,90
596775840,90
42742650,90
42471852,90
42489214,90
2700932448,90
42806558,89
42436701,89
42950294,89
42928903,89
42442952,89
42440001,89
42481908,89
42739770,89
4202467333,89
62915509,89
1942053988,89
42445039,89
42496563,89
42838389,89
42524837,89
42843678,89
42437084,89
596775867,89
4202699377,89
42440012,89
2307235017,88
42527806,88
2025097132,88
42849722,88
42487939,88
42491934,88
42493963,88
42469212,88
42512491,88
42870433,88
42512650,88
1396349347,88
42882091,88
42468925,88
248708582,88
42477230,88
42741263,87
5142961398,87
42732978,87
42458333,87
5137382103,87
42430068,87
42470434,87
42450015,87
42495647,87
42870299,87
42495632,87
42437096,87
42497366,87
42769660,87
42443048,87
42436703,87
42491690,87
42514076,87
42736005,87
42446987,87
42883028,87
42445867,87
42446640,87
42443534,87
42474905,87
42883122,87
42446386,87
42442957,87
42488885,87
42465797,87
42486362,87
42443118,86
42850190,86
42453398,86
42467298,86
2411416838,86
42499081,86
42450468,86
42748139,86
42440004,86
42446013,86
3380810135,86
597826088,86
42519447,86
1919595921,86
42435261,86
42480086,86
42446093,86
42748174,86
42761063,86
42825868,86
277030943,86
42443320,86
42435599,86
42499234,86
42465849,86
42515018,86
42481975,86
42432250,86
42778795,85
42431898,85
42502024,85
42527647,85
42446986,85
42756776,85
42503376,85
42449961,85
589928033,85
42764761,85
482654674,85
42482398,85
42739327,85
3718672443,85
2700932484,85
42502863,85
42933313,85
42437114,85
4597668028,85
1918039898,85
42489490,85
42428391,85
42890063,85
42466343,85
5423598747,85
42747980,85
42427426,85
42424439,85
42434271,85
42510827,85
42889884,85
42510710,84
42444928,84
42449947,84
42924348,84
42434951,84
42736092,84
42431252,84
42766971,84
42467300,84
42489171,84
43021852,84
42443347,84
42429693,84
42512821,84
42508841,84
42433565,84
42484201,84
42438672,83
42428315,83
42838614,83
3099327975,83
42493572,83
42440020,83
42927315,83
42816004,83
42493976,83
42491724,83
42870514,83
1692450029,83
42443020,83
42920217,83
42848236,83
42508849,83
42520242,83
42936401,83
42430607,83
42440499,83
42746069,83
42485850,83
42430034,83
4597668039,83
42489364,83
42486265,83
596668816,83
42437451,83
42465296,83
42523965,83
42431661,83
2548028208,83
42822409,83
42427381,82
42883064,82
42427483,82
42431019,82
42853348,82
42487324,82
42426960,82
42434142,82
42856261,82
42513816,82
4347534767,82
42437300,82
42930036,82
42756686,82
4597668043,82
42516607,82
4142105812,82
42440453,82
42512652,82
42748267,82
42860161,82
1773084402,82
42429657,82
5234919280,82
42764746,82
4202594006,82
42814124,82
42815855,82
42482643,82
42430707,82
42508200,82
42954469,82
42484221,82
42430761,82
42898582,82
42494920,82
42444954,81
42743357,81
42477768,81
42745347,81
42435629,81
42481764,81
42481985,81
42442959,81
4209661129,81
42897780,81
42899464,81
42886398,81
1815133244,81
42451564,81
42730050,81
42445930,81
42825542,81
598622196,81
42437749,81
42508845,81
42860259,81
42429694,81
42838618,81
42758919,81
42730999,81
42424757,81
42450341,81
42731542,81
42865373,81
42858972,81
42871855,81
42445247,81
42847506,81
1491225745,81
276314975,81
2317301788,80
5423598758,80
42428094,80
42442891,80
42448278,80
42455761,80
42757917,80
2620907647,80
42947737,80
42739795,80
42499160,80
2716092146,80
42741744,80
42843861,80
42469614,80
42858910,80
42730890,80
42443671,80
42512802,80
42467872,80
42883435,80
42818120,80
42992313,80
42730691,80
42831125,80
42768599,80
42475193,80
42469047,80
1241742627,80
42928942,79
42470985,79
42465746,79
2034007426,79
42760187,79
42431563,79
5043820748,79
42428253,79
42468633,79
42453630,79
42464979,79
42804883,79
598622288,79
42489170,79
42516387,79
42502040,79
42496590,79
42491864,79
42497502,79
42435264,79
42446547,79
42482253,79
42829512,79
42446991,79
42478307,79
42824543,79
42968988,79
42431004,79
42843615,79
42435610,79
42869373,79
42521023,79
246580466,78
42436754,78
61275605,78
42885720,78
42759838,78
42512832,78
42766938,78
42514448,78
1919595925,78
42465548,78
42818759,78
1942054835,78
42438859,78
42445413,78
42471117,78
42445033,78
42790539,78
42481693,78
42434352,78
42741726,78
597826217,78
42436753,78
3779614615,78
42435710,78
42448390,78
42841930,78
42442569,78
42447237,78
42442469,78
390519635,78
42446994,78
42436921,77
42436939,77
42436705,77
42436942,77
42437346,77
42438034,77
42461020,77
42988430,77
42520579,77
42446266,77
42446270,77
42446466,77
42429373,77
42447105,77
42447235,77
62915525,77
42474892,77
42432598,77
42885757,77
42428595,77
42464823,77
42501633,77
42430329,77
42512807,77
42428020,77
1773060097,77
598308148,77
598622289,77
42446161,77
42732842,77
42739325,77
42440456,77
42489236,77
42443068,77
42491589,77
42491638,77
42443280,77
42427327,77
42895020,77
42816127,77
42736338,77
3779079958,77
42733542,77
42425232,76
42968842,76
42873327,76
42968876,76
42479645,76
42992135,76
42487972,76
42470437,76
598322245,76
42744523,76
42468641,76
2855577946,76
2971841379,76
42743369,76
42769956,76
3099327972,76
42443381,76
42767023,76
42736078,76
42444049,76
42828902,76
42467292,76
2757013484,76
42844896,76
42455963,76
42464662,76
42464938,76
42464982,76
42513654,76
1693893347,76
42461069,76
42428307,76
3579432156,76
42432464,76
42435603,76
42430257,76
42430038,76
42493901,75
5357878484,75
42444043,75
42430739,75
42484689,75
42843945,75
448152355,75
42430237,75
42466188,75
42464988,75
42491625,75
5357878477,75
42843857,75
42843848,75
42733534,75
42736089,75
42442960,75
42475534,75
42491711,75
42491697,75
42964710,75
42934174,75
42449840,75
42445909,75
42450057,75
42450434,75
42512814,75
42846331,75
42479217,75
42520984,75
1348430845,75
42454701,75
42434251,75
42720018,75
42494660,75
42435398,75
42509082,75
42865362,75
42815983,75
42429530,75
42439964,75
42436590,75
42442848,75
42501880,75
42429029,75
42430485,75
42432985,74
42436519,74
5116063237,74
42760015,74
42957865,74
42435275,74
42443009,74
42440966,74
42430259,74
1942055203,74
42430597,74
42432444,74
42432085,74
4899886546,74
42988543,74
42520344,74
42912417,74
42724149,74
42464999,74
42491608,74
2663757227,74
598660729,74
279188138,74
42466034,74
42477588,74
1348697902,74
42767057,74
598622293,74
42489263,74
42816313,74
42442651,74
1061531603,74
42469382,74
42761019,74
42450083,74
42489302,74
630660880,74
42739761,74
42437174,73
42742684,73
42825865,73
1942054775,73
42439406,73
42481987,73
42796634,73
42429374,73
42469391,73
2826899798,73
42722498,73
42474922,73
42474962,73
42512797,73
42521014,73
2089937977,73
42478376,73
42846642,73
42482227,73
42434954,73
42467848,73
42489159,73
589928028,73
42439834,73
42753842,73
42435844,73
5043804684,73
42487779,73
42870476,73
42442480,73
42448813,73
42482215,73
42443037,73
42475851,73
276065579,73
42445196,73
42429023,73
42933164,73
42439170,72
42755188,72
2302476358,72
42431242,72
42822600,72
42456091,72
42442733,72
42519093,72
42501956,72
42489119,72
42455897,72
1942053999,72
42428436,72
42440973,72
42434129,72
62915516,72
1942055389,72
42497773,72
42438881,72
42440935,72
42429006,72
42745374,72
42512839,72
42493841,72
42489244,72
42437305,72
42512783,72
42756052,72
42491582,72
42768972,72
42443336,72
1372888833,72
42871287,72
596776032,72
42443105,72
42439272,72
42481546,72
2844853154,71
42448745,71
42449333,71
42482433,71
42430488,71
42848257,71
42972467,71
42484873,71
42850698,71
588114548,71
42470439,71
5421246265,71
42438862,71
42769349,71
42489258,71
42442906,71
42455735,71
42524611,71
42504062,71
42489130,71
42429044,71
2757109820,71
42430903,71
42496191,71
42519474,71
42492557,71
42521597,71
2844853152,71
42818515,71
595492265,71
42464808,71
42445910,71
42465561,71
42844498,71
42427190,71
42836809,71
42816050,71
42822364,71
42438961,71
1273032391,71
42433539,71
42742468,71
42437333,71
42890558,71
42440326,71
42978289,71
42514760,71
42430698,71
42739315,70
42751698,70
5159433792,70
42427374,70
3530981342,70
42456611,70
42471836,70
561035347,70
42847655,70
42459098,70
42446668,70
42768584,70
42432066,70
42491880,70
42739298,70
42430115,70
42849488,70
42481550,70
42442949,70
42472059,70
42435618,70
42443088,70
42424408,70
42446155,70
3324555387,70
597826100,70
42449187,70
42445936,70
42971750,70
1942055217,70
42442862,70
42822501,70
42436943,70
42450028,70
42445534,70
42448338,70
42734127,70
42481774,70
42863305,70
42521144,69
42730079,69
42814132,69
42512759,69
42809921,69
42481979,69
42439275,69
2408974720,69
42455867,69
42481888,69
42512791,69
42512849,69
42436486,69
42753817,69
42449017,69
42438772,69
598043811,69
42455695,69
42815132,69
42814527,69
42439006,69
42439563,69
42824096,69
42477228,69
42428365,69
42487805,69
42875479,69
561035374,69
42491734,69
597748743,69
42838766,69
279224145,69
42503137,69
42737226,69
4771851661,69
5188632140,69
561035342,69
596478924,69
42495636,69
596775930,69
42436751,69
42444424,69
42499149,69
42523691,69
42733524,69
42443614,68
42742974,68
597728146,68
279155133,68
42857222,68
42439073,68
42983598,68
42431490,68
42514959,68
42806536,68
42427427,68
42896784,68
42493474,68
42430651,68
42440170,68
42880033,68
42428220,68
42964673,68
42435705,68
42445976,68
42439561,68
42727425,68
42446533,68
42447132,68
596776164,68
42899364,68
42429976,68
42732710,68
60653924,68
42514101,68
42508832,68
42521125,68
42434201,68
42858943,68
42741785,68
42817017,68
2141026505,68
42440469,68
42858903,68
2408359299,68
42491930,68
42435514,68
42490730,68
42460963,68
42490339,67
42858084,67
42914989,67
597294545,67
42828893,67
42858251,67
42531495,67
42437283,67
42820550,67
42833367,67
42497460,67
42478475,67
561035378,67
42446949,67
4224536022,67
596776201,67
42431000,67
42495641,67
42822596,67
42436917,67
42843660,67
4862610026,67
42743968,67
588114535,67
42442877,67
42481769,67
42499079,67
42512766,67
561042199,67
42431549,67
42883126,67
42825933,67
42923209,67
2821304138,67
42882975,67
3564847735,67
5421246259,67
42431560,67
42816011,67
42445603,67
42890774,67
4597668040,67
42440754,67
42434087,67
42497591,67
272195270,67
42835441,67
42958579,67
42819569,67
2563167800,67
42468654,67
42512101,66
42427393,66
42898512,66
42730749,66
42431681,66
42520973,66
42933165,66
42435916,66
42494003,66
42512641,66
42769672,66
42430989,66
42907558,66
42503867,66
42447196,66
42512579,66
42428232,66
42494061,66
42481558,66
42435222,66
42449010,66
597294547,66
42959542,66
561035376,66
42740719,66
42978389,66
42469007,66
42731026,66
42816039,66
42432083,66
42430235,66
42429896,66
42434140,66
42761368,66
42439178,66
42496858,66
42428634,66
42453241,66
4597668038,66
42879049,66
42512752,66
42487524,66
42479843,66
42749813,66
42737353,65
42435359,65
42484305,65
42964736,65
42901523,65
42484786,65
42481822,65
42435516,65
42512629,65
42759864,65
42442895,65
42759429,65
42481730,65
42481725,65
42491632,65
42736268,65
42499262,65
42436941,65
42439567,65
42494039,65
42818666,65
42434270,65
42428312,65
42449893,65
1692433919,65
42905363,65
42869244,65
42462329,65
42437996,65
42734195,65
42434384,65
42834248,65
42747810,65
42854490,65
42742206,65
42424427,65
42449613,65
42454798,65
42893067,65
1061531447,65
42753856,65
42745371,65
42889908,65
42489219,65
42512322,65
42749438,65
4521706008,65
42439830,65
42434175,65
42876306,65
42456076,65
42756202,65
42509758,65
596776165,65
42818780,65
42936417,64
42431656,64
5031288159,64
42430126,64
42491888,64
42735916,64
42446933,64
42464955,64
42516267,64
1061531685,64
42841282,64
42484219,64
42488037,64
42442415,64
42428529,64
42736365,64
42442255,64
42524828,64
4618691808,64
277029624,64
562073896,64
4202789394,64
42437074,64
42430241,64
42477955,64
5357878483,64
42735952,64
42474797,64
42742642,64
2327325360,64
42491814,64
42451695,64
42757656,64
42757761,64
42512810,64
42932839,64
3786901738,64
42449345,64
42520926,64
42438984,64
42447308,64
4557495130,64
42439323,64
42481580,64
42447060,64
42446932,64
42494664,64
5137382089,63
42436746,63
42752332,63
3324555185,63
42870335,63
42450675,63
42443072,63
42870884,63
42523684,63
5155253065,63
42443000,63
42511533,63
588178801,63
42434386,63
42421852,63
42479921,63
42431902,63
42439464,63
42449843,63
1544809872,63
42821908,63
561035379,63
42445941,63
42738726,63
42863492,63
42449341,63
60653722,63
42489253,63
42482354,63
2318552212,63
42893556,63
2844853157,63
42963873,63
42760527,63
42492709,63
42446941,63
597294491,63
42493852,63
42739305,63
2757013416,63
42444060,63
42526050,63
2757013497,63
5051959086,63
4899886584,63
42890759,63
42464855,63
42443029,62
42429662,62
42471855,62
42448811,62
42513844,62
42430479,62
42501868,62
42878287,62
42432075,62
42870688,62
42899468,62
42769657,62
42533558,62
42530659,62
42520286,62
42492059,62
42509517,62
42445404,62
42478701,62
42764638,62
42428411,62
42865376,62
42988400,62
4597668020,62
42741534,62
42884654,62
42430898,62
2693873237,62
42464798,62
42965522,62
42429661,62
1942054673,62
42465233,62
42443810,62
277630948,62
42512817,62
42729992,62
42433781,62
42802488,62
42481842,62
42466438,62
42450009,62
561035345,62
42435687,62
42455662,62
42841738,62
42428332,62
42818528,62
42437830,62
42438802,62
42487936,62
42439498,62
42758654,62
42820299,62
42442422,62
42823474,62
42437564,62
42427817,62
42437436,62
42757419,62
42439836,61
1347292013,61
42464610,61
42491380,61
42508885,61
42429666,61
42769171,61
42822569,61
42478848,61
2408379347,61
42434246,61
4597668023,61
42849740,61
42503141,61
42512728,61
42936979,61
597294520,61
42807319,61
42468621,61
42443024,61
42517097,61
42744533,61
42731010,61
42965724,61
1260335278,61
42504093,61
42472057,61
42457821,61
42428310,61
42501061,61
595314104,61
597826154,61
42524857,61
42476278,61
42424225,61
42478076,61
42513780,61
42431868,61
5391643305,61
42473515,61
42493249,61
42437201,61
42481889,61
42512780,61
42432799,61
42742578,61
42844299,61
42760356,61
42480066,61
42466214,61
42738892,61
42505530,61
1061531504,61
42437343,61
42437349,61
42533804,61
42754889,61
42849719,61
42467024,61
42429874,61
42748171,61
42475538,61
42454010,61
42759521,61
42465072,61
42493968,61
1533280147,61
4205909301,60
42436756,60
42465554,60
42430713,60
42508772,60
3874543793,60
42445972,60
449025276,60
42465592,60
42443268,60
42521443,60
42443344,60
1348849508,60
42468172,60
42944036,60
42515792,60
42879717,60
42440798,60
42496556,60
42516233,60
42481836,60
42858588,60
42834400,60
42475971,60
3530981338,60
42472136,60
42429974,60
42443612,60
42490736,60
42445899,60
42914137,60
42422899,60
42499253,60
42860167,60
2844853150,60
473242253,60
2844853155,60
42903445,60
42432438,60
42509036,60
42458342,60
42468947,60
42988327,60
42434268,60
42759475,60
42520247,60
42438544,60
42521018,60
42435807,60
598622246,60
42832503,60
42509550,60
42449007,60
5357878462,60
42442247,60
42470903,60
42754962,60
42723865,60
42899965,60
42485646,60
42452495,60
42763478,60
42875049,60
42487987,60
42811765,60
42428321,60
42520476,60
42479610,60
42948514,60
598633363,60
42446099,59
1504153604,59
42430828,59
42484822,59
42491902,59
42517094,59
42743353,59
42449314,59
42445356,59
42442459,59
42739782,59
42952645,59
42434122,59
42849735,59
274420401,59
2858414627,59
2757013426,59
42965539,59
42430255,59
42513839,59
42734149,59
42757756,59
42433066,59
42453902,59
2844853151,59
42878104,59
42475513,59
42739178,59
42514351,59
472986329,59
42432244,59
42428223,59
42520262,59
42442850,59
42865629,59
